Molecule ChEMBL ID,Smiles,pChEMBL Value,Comment
CHEMBL4070122,O=C(c1csc(-c2cccc3ccccc23)n1)N1CCOCC1,,
CHEMBL4082709,Cc1nc(-c2cccc3ccccc23)sc1C(N)=O,,
CHEMBL4099179,Cc1nc(-c2cccc3ccccc23)sc1C(=O)N(C)C,,
CHEMBL4072217,Cc1nc(-c2cccc3ccccc23)sc1C(=O)N1CCCCC1,,
CHEMBL4095818,Cc1nc(-c2cccc3ccccc23)sc1C(=O)N1CCC(O)CC1,,
CHEMBL4068476,Cc1nc(-c2cccc3ccccc23)sc1C(=O)N1CCCC(O)CC1,,
CHEMBL4081863,Cc1nc(-c2cccc3ccccc23)sc1C(=O)N1CCC(CO)CC1,,
CHEMBL4062011,CCn1nc(-c2cccc3cnccc23)cc1-c1cccnn1,,
CHEMBL4204710,c1cc(C2CCC2)c2c(n1)N1CCNC[C@H]1CC2,6.63,
CHEMBL4073529,COc1ccc(F)cc1C1CC1CNCc1cccc2ccsc12.Cl,5.65,
CHEMBL4082227,CNC[C@H]1C[C@@H]1c1cc(F)ccc1OC.Cl,6.57,
CHEMBL4757142,Cl.NC[C@@H]1C[C@H]1c1c(OCCF)ccc2c1CCO2,5.71,
CHEMBL4800666,CCOc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl,6.23,
CHEMBL4752976,Cl.NC[C@H]1C[C@@H]1c1c(OCCF)ccc2c1CCO2,5.63,
CHEMBL4790992,C=CCOc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl,6.67,
CHEMBL4761064,CCc1cc2c([C@H]3C[C@@H]3CN)c(OCCF)ccc2o1.Cl,5.66,
CHEMBL3609165,OCCN1CCN(c2nc(Nc3ccccc3F)c3ccccc3n2)CC1,,Not Active
CHEMBL3609169,COc1ccccc1Nc1nc(N2CCNCC2)nc2ccccc12,,Not Active
CHEMBL4082227,CNC[C@H]1C[C@@H]1c1cc(F)ccc1OC.Cl,6.57,
CHEMBL3769987,COc1ccc(Cl)c(F)c1C1CC1CN.Cl,7.17,
CHEMBL3770950,Cl.NCC1CC1c1cc(Cl)c(Cl)cc1OCCF,7.03,
CHEMBL4209572,c1cnc2c(c1)CC[C@@H]1CNCCN21,4,
CHEMBL4091197,COc1ccc(F)cc1C1CC1CNCc1ccsc1OC.Cl,6.33,
CHEMBL4064809,COc1ccc(F)cc1C1CC1CNCc1ccccc1C#N.Cl,6.14,
CHEMBL4460604,O=C(c1ccc(-n2cnc([N+](=O)[O-])c2)cc1)C1CC1,7.34,
CHEMBL4648460,C[C@@H]1c2cccc3c2N(CCNC3)[C@H]1C,,
CHEMBL443128,Cl.NC[C@H]1C[C@@H]1c1ccccc1Cl,6.78,
CHEMBL450599,Cc1ccccc1[C@H]1C[C@@H]1CN.Cl,5.79,
CHEMBL501117,Cl.NC[C@H]1C[C@@H]1c1ccccc1O,6.29,
CHEMBL445747,Cc1cccc([C@H]2C[C@@H]2CN)c1.Cl,6.23,
CHEMBL510383,Cl.NC[C@H]1C[C@@H]1c1cccc(O)c1,6.61,
CHEMBL4212834,Fc1ccc(Cc2ccnc3c2CC[C@@H]2CNCCN32)cc1,7,
CHEMBL4209052,c1cc(CC2CCC2)c2c(n1)N1CCNCC1CC2,5.6,
CHEMBL3416061,CCCOc1ccc(F)cc1[C@H]1C[C@@H]1CN.Cl,5.99,
CHEMBL3416065,C=C(F)COc1ccc(F)cc1[C@H]1C[C@@H]1CN.Cl,5.78,
CHEMBL598808,Cn1ncc(Br)c1-c1cccc(NC(=O)Nc2ccc(Cl)cc2)c1,7.72,
CHEMBL590077,O=C1NC2CNCCN2c2ccccc21,,Not Determined
CHEMBL590483,O=C1NC2CCNCCN2c2cccc(Cl)c21,6.89,
CHEMBL568237,C[C@@H]1CNCCN1c1cc(=O)n(C)c(COc2ccccc2C(F)(F)F)n1,,
CHEMBL4648457,Clc1ccc2c3c1OCCN3CCNC2,,
CHEMBL4634836,Clc1ccc2c3c1SCCN3CCNC2,,
CHEMBL4635293,[O-][S+]1CCN2CCNCc3ccc(Cl)c1c32,,
CHEMBL4646559,O=S1(=O)CCN2CCNCc3ccc(Cl)c1c32,,
CHEMBL4636196,c1cc2c3c(c1)C1(CCC1)CN3CCNC2,5.35,
CHEMBL4639090,CC1CN2CCNCc3ccc(Br)c1c32,6.12,
CHEMBL4635105,CC1(C)CN2CCNCc3ccc(Cl)c1c32,5.87,
CHEMBL209254,Clc1cccc(N2CC[C@H]3CNC[C@H]32)c1,6.38,
CHEMBL208936,FC(F)(F)c1ccnc(N2CCC3CNCC32)n1,6.66,
CHEMBL210802,FC(F)(F)c1ccnc(N2CC[C@H]3CNC[C@H]32)n1,6.94,
CHEMBL595645,C[C@@H]1CNCCN1c1ccc2c(n1)[C@@H](OCc1cc(F)ccc1F)CC2,5.84,
CHEMBL498863,Cl.NC[C@H]1C[C@@H]1c1c(F)cccc1F,,
CHEMBL490064,Cl.NC[C@H]1C[C@@H]1c1cccc(C(F)(F)F)c1,5.83,
CHEMBL2397890,CCc1cccc2c1C(=O)N1CCNC[C@H]1C2,7.66,
CHEMBL3338677,CCCCCCCCCCCCCCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C,,
CHEMBL210215,C[C@H]1C[C@H]2CNC[C@H]2N1c1nccc(C(F)(F)F)n1,7.4,
CHEMBL181076,C[C@@H]1CNCCc2ccc(Cl)c(Cl)c21,6.87,
CHEMBL2397877,O=C1c2cc(Cl)ccc2C[C@@H]2CNCCN12,7.01,
CHEMBL2397887,C[C@@H]1CNC[C@H]2Cc3ccccc3C(=O)N21,6.91,
CHEMBL4213971,Brc1ccnc2c1CC[C@@H]1CNCCN21,5.54,
CHEMBL4061625,O=C(c1csc(-c2ccccc2Cl)n1)N1CCOCC1,,
CHEMBL4062529,Cc1sc(-c2cccc3ccccc23)nc1C(=O)N1CCOCC1,,
CHEMBL3330647,CCC(N)Cc1c[nH]c2ccc(Cl)cc12,6.6,
CHEMBL3330644,COc1cccc2c(CCN)c[nH]c12,6.3,
CHEMBL3946995,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1ccco1,,
CHEMBL180867,COc1cc2c(cc1Br)[C@@H](C)CNCC2,7.1,
CHEMBL415029,CC(C)Oc1cc2c(cc1Br)C(C)CNCC2,7.01,
CHEMBL4472830,Cl.NC[C@@H]1C[C@@]1(F)c1ccccc1,5.74,
CHEMBL4470610,Cl.NC[C@H]1C[C@]1(F)c1ccccc1Br,6.91,
CHEMBL4217787,CC(C)(C)Cc1ccnc2c1CC[C@@H]1CNCCN21,5.88,
CHEMBL4217846,c1cc2c(cn1)N1CCNC[C@H]1CC2,4,
CHEMBL589,CCCN(CCC)CCc1cccc2c1CC(=O)N2,6.85,
CHEMBL4070259,COc1cscc1CNCC1CC1c1cc(F)ccc1OC.Cl,6.84,
CHEMBL4101194,COc1ccccc1CNC[C@@H]1C[C@H]1c1cc(F)ccc1OC.Cl,7.14,
CHEMBL4086286,COc1ccc(F)cc1C1CC1CNCc1ccccc1OCCF.Cl,6.4,
CHEMBL4073406,COc1ccc(F)cc1[C@@H]1C[C@H]1CNCc1ccccc1F.Cl,5.73,
CHEMBL4101789,COc1ccc(F)cc1[C@H]1C[C@@H]1CNCc1ccccc1F.Cl,5.73,
CHEMBL3935339,c1cc(Cc2ccc3c(c2)OCO3)c2c(c1)N1CCNCC1CC2,6.7,
CHEMBL3919795,c1ccc(Cc2cccc3c2CCC2CNCCN32)cc1,6.9,
CHEMBL3956394,Fc1ccc2c(c1Cc1ccccc1)CCC1CNCCN21,7,
CHEMBL2397888,C[C@@H]1c2ccccc2C(=O)N2CCNC[C@@H]12,,
CHEMBL4634785,C1=CC2CNCCN3C[C@@H]4CCC[C@@H]4C(=C1)C23,5.91,
CHEMBL4645583,c1cc2c3c(c1)CNCCN3CC2,,
CHEMBL4642935,Fc1ccc2c3c1CCN3CCNC2,,
CHEMBL4636014,C[C@@H]1c2cccc3c2N(CCNC3)[C@@H]1C,,
CHEMBL5190617,COc1cc(CCNCc2cccc(O)c2)c(OC)cc1C#N,7.07,
CHEMBL5208046,COc1cc(CCNC2COc3ccccc32)c(OC)cc1Br,7.64,
CHEMBL5190617,COc1cc(CCNCc2cccc(O)c2)c(OC)cc1C#N,6.52,
CHEMBL4213379,c1ccc(Cc2ccnc3c2CC[C@@H]2CNCCN32)cc1,7.3,
CHEMBL2397881,O=C1c2ccccc2C[C@@H]2CNCCN12,6.15,
CHEMBL2331801,O=c1c2c(on1Cc1ccccc1)CCNC2,,
CHEMBL2337106,CCc1cc2c(c(C(F)(F)F)c1)C(=O)N[C@H]1CNC[C@H]21.Cl,6.22,
CHEMBL2337500,Cl.O=C1N[C@H]2CNC[C@@H]2c2ccc(Cl)c(Cl)c21,6.89,
CHEMBL2331798,CCOc1noc2c1CCNC2,,
CHEMBL2331800,CCn1oc2c(c1=O)CNCC2,,
CHEMBL2397908,CCOc1cccc2c1C[C@@H]1CNCCN1C2=O,,
CHEMBL2397915,O=C1c2cc(C(F)(F)F)ccc2C[C@@H]2CNCCN12,6.97,
CHEMBL2397891,O=C1c2c(cccc2C2CC2)C[C@@H]2CNCCN12,6.96,
CHEMBL2397886,C[C@H]1CNC[C@H]2Cc3ccccc3C(=O)N21,,
CHEMBL2331799,Cn1oc2c(c1=O)CNCC2,,
CHEMBL2331791,CCn1oc2c(c1=O)CCN(C)CC2,,
CHEMBL179337,CC1CNCCc2c(Cl)cc(Cl)cc21,6.77,
CHEMBL2337497,CCc1cc(Cl)c2c(c1)[C@H]1CNC[C@@H]1NC2=O.Cl,5.73,
CHEMBL4092132,O=C(c1csc(-c2cccc(Cl)c2Cl)n1)N1CCCCC1,,
CHEMBL4096374,Cc1nc(-c2cccc3ccccc23)sc1C(=O)N1CCOCC1,,
CHEMBL4084236,O=C(c1cnc(-c2cccc3ccccc23)s1)N1CCOCC1,,
CHEMBL4093250,Cc1nc(-c2cccc3ccccc23)oc1C(=O)N1CCC(CO)CC1,,
CHEMBL4065606,Cc1oc(-c2cccc3ccccc23)nc1C(=O)N1CCC(CO)CC1,,
CHEMBL4075267,Cn1nc(-c2cccc3ccccc23)cc1C(=O)N1CCC(CO)CC1,7.12,
CHEMBL4739937,COc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl,6.96,
CHEMBL4756903,CCOc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl,6.96,
CHEMBL4743977,C=CCOc1ccc2c(c1[C@H]1C[C@@H]1CN)CCO2.Cl,6.2,
CHEMBL4752412,CCCOc1ccc2c(c1[C@H]1C[C@@H]1CN)CCO2.Cl,6.13,
CHEMBL1643670,c1cc2nc3c(c(N4CCC4)n2n1)CCNCC3,5.63,
CHEMBL5432430,CC1(C)Cc2cc(Cl)cc([C@H]3C[C@H]3CN)c2O1,6.22,
CHEMBL3589597,COc1cccc(CNCCc2cc(OC)c(Br)cc2OC)c1,7.96,
CHEMBL4789310,CCOc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.Cl,6.01,
CHEMBL4745522,CCCOc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.Cl,,Not Active
CHEMBL4761526,COc1ccc2c(c1[C@H]1C[C@@H]1CN)CCO2.O=C(O)C(F)(F)F,6.93,
CHEMBL4759878,C=C(F)COc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl,6.45,
CHEMBL4750271,CCc1cc2c([C@H]3C[C@@H]3CN)c(OCC3CC3)ccc2o1.Cl,,Not Active
CHEMBL197646,CN(C)CCc1c[nH]c2cccc(F)c12,6.02,
CHEMBL5208864,COc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1OC.Cl,7.09,
CHEMBL4759181,CC(C)Oc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl,6.53,
CHEMBL6557,Cn1c2c(c3ccccc31)CCNCC2,7.64,
CHEMBL1643855,c1ccc(OC2CN(c3c4c(nc5ccnn35)CCNCC4)C2)nc1,5.29,
CHEMBL1643673,CCN(C)c1c2c(nc3ccnn13)CCNCC2,,Not Determined
CHEMBL178231,CC1CNCCc2ccc(Cl)c(Cl)c21,6.66,
CHEMBL178366,CC1CNCCc2cc(Cl)c(Cl)cc21,7.8,
CHEMBL5171011,Oc1cccc2[nH]cc(C[C@H]3CCCN3)c12,,
CHEMBL2331794,c1ccc(COc2noc3c2CCNCC3)cc1,5.89,
CHEMBL4789310,CCOc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.Cl,6.01,
CHEMBL4779260,Cl.NC[C@H]1C[C@@H]1c1c(OCCF)ccc2occc12,7.66,
CHEMBL4748110,CCc1cc2c([C@H]3C[C@@H]3CN)c(OC)ccc2o1.Cl,6.03,
CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc21,6.61,
CHEMBL590333,O=C1NC2CNCCN2c2cccc(C(F)(F)F)c21,,Not Determined
CHEMBL591223,COc1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1-c1c(Br)cnn1C,9.15,
CHEMBL2397907,COc1cccc2c1C[C@@H]1CNCCN1C2=O,5.99,
CHEMBL2397880,Cc1ccc2c(c1)C[C@@H]1CNCCN1C2=O,,
CHEMBL2397894,COc1cccc2c1C(=O)N1CCNC[C@H]1C2,6.71,
CHEMBL76474,CSc1cc2c(cc1F)CCN2C[C@H](C)N,7.12,
CHEMBL451543,CSc1ccc2c(c1)N(C[C@H](C)N)CC2,6.79,
CHEMBL348588,CNCCc1c[nH]c2ccccc12,7.29,
CHEMBL4781347,C=CCOc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.Cl,,Not Active
CHEMBL4762225,Cl.NC[C@@H]1C[C@H]1c1c(OCCF)ccc2occc12,6.41,
CHEMBL4786831,CC(C)Oc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl,6.03,
CHEMBL4745976,CCCOc1ccc2oc(CC)cc2c1[C@@H]1C[C@H]1CN.Cl,,Not Active
CHEMBL590482,O=C1NC2CNCCN2c2ccc(Cl)cc21,,Not Determined
CHEMBL5174331,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccc(Cl)s1,6.75,
CHEMBL5179588,Cl.Oc1ccccc1C1NCCc2c1[nH]c1ccc(F)cc21,7.58,
CHEMBL5194866,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3CCc1ccccc1,7.19,
CHEMBL5205429,Cl.Oc1c(Cl)cccc1C1NCCc2c1[nH]c1ccc(F)cc21,6.56,
CHEMBL5172342,CCC1NCCc2c1[nH]c1ccc(O)cc21.Cl,6.71,
CHEMBL4642956,Brc1ccc2c3c1CCCCN3CCNC2,,
CHEMBL4639970,FC(F)(F)CC1CN2CCNCc3cccc1c32,5.4,
CHEMBL4638516,CC1NCCN2CC(C)(C)c3cccc1c32,,
CHEMBL4639115,COc1ccc2c3c1CCN3CCNC2,,
CHEMBL2022186,CCCOc1ccccc1[C@H]1C[C@@H]1CN.Cl,,Not Active
CHEMBL5094489,c1ccc2c(CCN3CCC3)c[nH]c2c1,7.04,
CHEMBL3416033,CCOc1ccc(Cl)cc1[C@H]1C[C@@H]1CN.Cl,5.92,
CHEMBL5197871,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Cl,5.85,
CHEMBL5206340,COc1ccc2cc(C3NCCc4c3[nH]c3ccc(F)cc43)ccc2c1.Cl,5.55,
CHEMBL5188655,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1cccnc1F,6.41,
CHEMBL5196522,Cl.Oc1cc(Cl)ccc1C1NCCc2c1[nH]c1ccc(F)cc21,6.64,
CHEMBL5178632,COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(O)cc32)cc1OC.Cl,8.4,
CHEMBL5183544,Cc1noc(C)c1C1NCCc2c1[nH]c1ccc(Cl)cc21.Cl,6.29,
CHEMBL5185430,Cl.Oc1c(Cl)cccc1C1NCCc2c1[nH]c1ccc(Cl)cc21,6.47,
CHEMBL80366,C[C@H](N)CN1CCc2cc(F)c(Cl)cc21,6.43,
CHEMBL5270670,COc1cc(C[C@H]2CCC[C@H](c3ccccc3O)N2)c(OC)cc1C#N,6.03,
CHEMBL5285347,COc1cc(C[C@@H]2CCC[C@@H](c3ccccc3O)N2)c(OC)cc1C#N,7.04,
CHEMBL2331799,Cn1oc2c(c1=O)CNCC2,,
CHEMBL2337502,CCc1cc(Cl)c2c(c1)[C@H]1CNC[C@@H]1N(C)C2=O.Cl,,
CHEMBL2337491,Cl.O=C1N[C@@H]2CNC[C@H]2c2cccc(C(F)(F)F)c21,,
CHEMBL1093699,COc1cc(OCC2CCCCC2)c(F)cc1CNC(=O)[C@@H]1CCCN1,6.3,
CHEMBL4472830,Cl.NC[C@@H]1C[C@@]1(F)c1ccccc1,5.74,
CHEMBL4634942,CC1CN2CCNCc3ccc(Cl)c1c32,5.91,
CHEMBL4648029,CC1CNCc2cccc3c2N1CC3(C)C,,
CHEMBL2393236,CN1CCN(c2nc3c(c(N4CCSCC4)n2)CCNCC3)CC1.Cl,6.16,
CHEMBL3589598,COc1cc(CCNCc2cccc(O)c2)c(OC)cc1Br,7.96,
CHEMBL5170895,COc1cc(CCNCc2ccccc2OC)c(OC)cc1C#N,8.71,
CHEMBL5201317,COc1cc(CCNCc2ccccc2F)c(OC)cc1C#N,6.78,
CHEMBL4645774,CC1(C)CN2CCNCc3cccc1c32,,
CHEMBL4641630,c1cc2c3c(c1)C1(CCOCC1)CN3CCNC2,,
CHEMBL4637668,CCCc1ccc2c3c1CCN3CCNC2,,
CHEMBL4640047,CC1CN2CCNCc3cc(Cl)cc1c32,,
CHEMBL373695,CC(C)c1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21,,
CHEMBL374660,CCOc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21,,
CHEMBL220211,COc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21,6.54,Agonist
CHEMBL3589597,COc1cccc(CNCCc2cc(OC)c(Br)cc2OC)c1,6.95,
CHEMBL5176147,COc1cc(CCNC2CCOc3ccccc32)c(OC)cc1Br,6.76,
CHEMBL4632473,CC1CN2CCNCc3cc(Cl)c(Cl)c1c32,5.95,
CHEMBL80862,CCSc1ccc2c(c1)N(C[C@H](C)N)CC2,6.42,
CHEMBL170319,CNCCc1cn2c3c(cc(F)cc13)CCC2C,,
CHEMBL4063091,COc1ccc(F)cc1C1CC1CNCC1CC1.Cl,5.37,
CHEMBL4085380,COc1ccc(F)cc1[C@H]1C[C@@H]1CNCc1cccs1.Cl,6.36,
CHEMBL4090984,COc1ccc(F)cc1C1CC1CNC1CC1.Cl,5.96,
CHEMBL4101194,COc1ccccc1CNC[C@@H]1C[C@H]1c1cc(F)ccc1OC.Cl,7.15,
CHEMBL4072722,COc1ccccc1CNC[C@H]1C[C@@H]1c1cc(F)ccc1OC.Cl,6.86,
CHEMBL4079976,COc1ccccc1CN(C)CC1CC1c1cc(F)ccc1OC.Cl,5.59,
CHEMBL4070259,COc1cscc1CNCC1CC1c1cc(F)ccc1OC.Cl,6.84,
CHEMBL3330643,NCCc1c[nH]c2c(Cl)cccc12,7.73,
CHEMBL381160,NCCc1c[nH]c2cc(F)ccc12,8.34,
CHEMBL3330641,Cn1cc(CCN)c2ccccc21,6.68,
CHEMBL382635,NCCc1c[nH]c2cccc(F)c12,7.55,
CHEMBL3589598,COc1cc(CCNCc2cccc(O)c2)c(OC)cc1Br,6.76,
CHEMBL5173321,COc1cc(CCNC2COc3ccccc32)c(OC)cc1C#N,5.99,
CHEMBL1288716,NCCc1c[nH]c2ccc(Cl)cc12,8.39,
CHEMBL478,Clc1cccc(N2CCNCC2)c1,7.2,
CHEMBL178566,C[C@H]1CNCCc2ccc(Cl)c(Cl)c21,5.6,
CHEMBL4064935,COc1ccc(F)cc1C1CC1CNCc1cccc2cccnc12.Cl,6.34,
CHEMBL4086286,COc1ccc(F)cc1C1CC1CNCc1ccccc1OCCF.Cl,6.4,
CHEMBL4075150,COc1ccccc1CCNCC1CC1c1cc(F)ccc1OC.Cl,6.51,
CHEMBL4064935,COc1ccc(F)cc1C1CC1CNCc1cccc2cccnc12.Cl,6.34,
CHEMBL2022179,COc1ccc(-c2ccccc2F)cc1[C@H]1C[C@@H]1CN.Cl,,Not Active
CHEMBL2022181,COc1ccc(-c2ccc(F)cc2)cc1[C@H]1C[C@@H]1CN.Cl,,Not Active
CHEMBL2022191,Cl.NC[C@H]1C[C@@H]1c1ccccc1OCC1CCCCC1,,Not Active
CHEMBL590721,O=C1NC2CNCCCN2c2cccc(Cl)c21,,Not Determined
CHEMBL471839,CC(N)Cc1ccc2ccccc2c1,,Not Determined
CHEMBL202538,C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccccc1Cl,6.2,
CHEMBL3416056,Cl.NC[C@@H]1C[C@H]1c1cc(Cl)ccc1OCC(F)F,5.88,
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,8.73,
CHEMBL4063893,C=CCOc1ccc(F)cc1[C@H]1C[C@@H]1CNCc1ccccc1OC.Cl,7.55,
CHEMBL1288717,NCCc1c[nH]c2ccc(Br)cc12,8.29,
CHEMBL2397909,CCCOc1cccc2c1C[C@@H]1CNCCN1C2=O,,
CHEMBL2397892,O=C1c2c(cccc2C(F)(F)F)C[C@@H]2CNCCN12,6.97,
CHEMBL4757718,FC(F)(F)CCc1cccc2c1CC[C@@H]1CNCCN21,6,
CHEMBL180668,Clc1ccc2c(c1)CCNCC2,7,
CHEMBL179337,CC1CNCCc2c(Cl)cc(Cl)cc21,6.9,
CHEMBL5190617,COc1cc(CCNCc2cccc(O)c2)c(OC)cc1C#N,6.03,
CHEMBL4217846,c1cc2c(cn1)N1CCNC[C@H]1CC2,,
CHEMBL76781,C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21,7.3,
CHEMBL360492,CC1CNCCc2cc(F)c(Cl)cc21,7.2,
CHEMBL4776557,CCCc1cccc2c1CC[C@@H]1CNCCN21,6.8,
CHEMBL5184791,COc1cc(CCNCc2ccccc2O)c(OC)cc1C#N,8.72,
CHEMBL3769633,C=CCOc1ccc(Cl)c(F)c1C1CC1CN.Cl,5.97,
CHEMBL3771152,C=CCOc1cc(Cl)c(Cl)cc1C1CC1CN.Cl,6.78,
CHEMBL198124,CCCCn1cc(CCN(C)C)c2c(O)cccc21,7.5,
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,8.81,
CHEMBL3416039,CC(C)Oc1ccc(Cl)cc1[C@H]1C[C@@H]1CN.O=C(O)C(F)(F)F,5.4,
CHEMBL3416049,C#CCOc1ccc(Cl)cc1[C@H]1C[C@@H]1CN.Cl,6,
CHEMBL223469,O=C1c2c(F)cccc2C2CNCCN12,,
CHEMBL253810,CC[C@@H]1CNCCc2ccc(Cl)cc21,6.5,
CHEMBL253591,C[C@H]1CNCCc2cc(Cl)c(Cl)cc21,8,
CHEMBL400600,COc1cc2c(cc1Cl)[C@H](C)CNCC2,7.5,
CHEMBL222566,C=Cc1cc2c(c(C(F)(F)F)c1)C(=O)N1CCNC[C@@H]21,5.79,Agonist
CHEMBL222466,COc1cc2c(cc1Cl)[C@@H]1CNCCN1C2=O,,
CHEMBL2022189,Cl.NC[C@H]1C[C@@H]1c1ccccc1OCC1CC1,,Not Active
CHEMBL2022183,Cc1ccc(OCC(C)C)c([C@H]2C[C@@H]2CN)c1.Cl,,Not Active
CHEMBL2022188,CCCCCOc1ccccc1[C@H]1C[C@@H]1CN.Cl,,Not Active
CHEMBL5190617,COc1cc(CCNCc2cccc(O)c2)c(OC)cc1C#N,5.68,
CHEMBL3609158,OCCN1CCN(c2nc(Nc3ccc(F)cc3)c3ccccc3n2)CC1,,Not Active
CHEMBL2331794,c1ccc(COc2noc3c2CCNCC3)cc1,5.89,
CHEMBL202656,C[C@H](N)Cn1ccc2ccc3cnccc3c21,,
CHEMBL4740346,CCOc1ccc2oc(CC)cc2c1[C@H]1C[C@@H]1CN.Cl,5.58,
CHEMBL180668,Clc1ccc2c(c1)CCNCC2,7.05,
CHEMBL590816,O=C1NC2CCNCCN2c2ccccc21,6.61,
