Molecule ChEMBL ID,Smiles,pChEMBL Value,Comment
CHEMBL5429252,COc1ccc2c(c1)c(CCN(C)C)nn2C,,
CHEMBL440752,CC1CNCCc2ccc(Br)cc21,6.3,
CHEMBL181324,COc1ccc2c(c1)CCNCC2C,,
CHEMBL5196563,[2H]C1([2H])CC(c2c[nH]c3cccc(OCc4ccccc4)c23)C([2H])([2H])N1,,
CHEMBL5205848,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3Cc1ccccc1,5.88,
CHEMBL5200026,Oc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c(O)c1,8.82,
CHEMBL5169776,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1,5.6,
CHEMBL5181991,Cc1cccc(C2NCCc3c2[nH]c2ccc(O)cc32)c1.Cl,6.61,
CHEMBL5206340,COc1ccc2cc(C3NCCc4c3[nH]c3ccc(F)cc43)ccc2c1.Cl,5.55,
CHEMBL5197949,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccc2ccccc2c1,6.71,
CHEMBL5177386,CCC1NCCc2c1[nH]c1ccc(F)cc21.Cl,6.22,
CHEMBL5183950,COc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)cc1OC.Cl,6.59,
CHEMBL5189232,COc1cc(CCNCc2cccc3c2OCO3)c(OC)cc1C#N,7.35,
CHEMBL5177913,CCCC1NCCc2c1[nH]c1ccc(F)cc21.Cl,,
CHEMBL5206761,COc1ccccc1C1NCCc2c1[nH]c1ccc(O)cc21.Cl,6.57,
CHEMBL5176473,Cl.Oc1cccc(C2NCCc3c2[nH]c2ccc(O)cc32)c1,6.65,
CHEMBL5192557,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1cncnc1,6.05,
CHEMBL5207023,Cl.Oc1ccc(Br)cc1C1NCCc2c1[nH]c1ccc(Cl)cc21,6.09,
CHEMBL4795286,Cl.Oc1cccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1,5.48,
CHEMBL5197949,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccc2ccccc2c1,6.71,
CHEMBL5205848,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3Cc1ccccc1,5.88,
CHEMBL5178632,COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(O)cc32)cc1OC.Cl,8.42,
CHEMBL5207179,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3Cc1ccccc1,6.54,
CHEMBL4802359,Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1,6.61,
CHEMBL5191733,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1Cl,6.56,
CHEMBL5170614,Cl.Oc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)cc1,7.24,
CHEMBL5184449,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1cc2ccccc2s1,5.81,
CHEMBL2393240,CN1CCN(c2nc3c(c(Nc4ccc(F)cc4)n2)CCNCC3)CC1.Cl,6.82,
CHEMBL2397913,COc1c(C)ccc2c1C[C@@H]1CNCCN1C2=O,6.04,
CHEMBL4537637,CNC[C@H]1C[C@]1(F)c1ccccc1.Cl,6.81,
CHEMBL4541617,COc1ccccc1CNCC1CC1(F)c1cc(F)ccc1OC.Cl,7.51,
CHEMBL5191889,Cc1ccc(O)c(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1.Cl,,NA
CHEMBL2331796,CCOc1noc2c1CCN(C)CC2,,
CHEMBL6557,Cn1c2c(c3ccccc31)CCNCC2,6.68,
CHEMBL201117,C[C@@H](Cn1ccc2ccc3ncccc3c21)NCC1CCCCC1,,
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,8.63,
CHEMBL170854,Cc1c(CCN)c2cccc3c2n1CCC3,,Not Determined
CHEMBL171774,NCCc1cn2c3c(cccc13)CCC2,6.84,
CHEMBL355474,CC1CCc2cc(F)cc3c(CCN)cn1c23,6.57,
CHEMBL368016,CC1CNCCc2ccc(Cl)c(F)c21,6.08,
CHEMBL181076,C[C@@H]1CNCCc2ccc(Cl)c(Cl)c21,6.9,
CHEMBL2393246,COc1cccc(Nc2nc(Cc3ccccc3)nc3c2CCNCC3)c1.Cl,7.11,
CHEMBL2393243,Cl.c1ccc(Cc2nc3c(c(Nc4ccccc4)n2)CCNCC3)cc1,8.21,
CHEMBL2022177,COc1ccc(-c2cccc(C)c2)cc1[C@H]1C[C@@H]1CN.Cl,,Not Active
CHEMBL204839,Cc1cccc2c(CCN)c[nH]c12,7.35,
CHEMBL3330648,CCC(N)Cc1c[nH]c2ccc(F)cc12,6.61,
CHEMBL201062,C[C@H](N)Cn1ccc2ccc3cccnc3c21,6.35,
CHEMBL494947,Clc1cccc(COc2cncc(N3CCNCC3)n2)c1,7.12,
CHEMBL3913053,C[C@@H](N)C/C=C/c1ccccc1,,
CHEMBL3930376,CC(N)C/C=C\c1ccccc1,5.73,
CHEMBL8165,COc1ccc2[nH]cc(CCN)c2c1,9.3,
CHEMBL2337493,Cl.O=C1N[C@H]2CNC[C@@H]2c2cccc(Cl)c21,6.91,
CHEMBL2331807,O=c1c2c(on1Cc1ccccc1)CCNCC2,6.26,
CHEMBL360479,CC1CNCCc2cccc(Cl)c21,,
CHEMBL343529,COc1cccc2[nH]cc(CCN)c12,8.04,
CHEMBL379223,Cc1ccccc1CN[C@@H](C)Cn1ccc2ccc3ncccc3c21,,
CHEMBL76781,C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21,6.4,
CHEMBL253805,C[C@@H]1CNCCc2cc(Cl)c(Cl)cc21,7,
CHEMBL399750,COc1cc2c(cc1Cl)CCNCC2C,7,
CHEMBL361742,COc1ccc2c(c1)C(C)CNCC2,6.6,
CHEMBL570274,C[C@@H]1CNCCN1c1ccc(=O)n(CCOc2ccccc2C(F)(F)F)n1,7.39,
CHEMBL4644315,c1cc2c3c(c1)CNCCN3CCCC2,,
CHEMBL4646612,Clc1cc2c3c(c1)CNCCN3CC2,,
CHEMBL4643574,CCc1ccc2c3c1CCN3CCNC2,,
CHEMBL4634787,CCC1(CC)CN2CCNCc3cccc1c32,,
CHEMBL4646572,FC(F)(F)CC1CN2CCNCc3ccc(Br)c1c32,6.6,
CHEMBL4644872,Cc1cc2c3c(c1Cl)C(C)CN3CCNC2,5.86,
CHEMBL3769987,COc1ccc(Cl)c(F)c1C1CC1CN.Cl,6.67,
CHEMBL30713,CC(N)Cc1c[nH]c2ccccc12,7.64,
CHEMBL4101789,COc1ccc(F)cc1[C@H]1C[C@@H]1CNCc1ccccc1F.Cl,5.73,
CHEMBL4098721,C=CCOc1ccc(F)cc1[C@H]1C[C@@H]1CNC.Cl,6.55,
CHEMBL2331807,O=c1c2c(on1Cc1ccccc1)CCNCC2,5.62,
CHEMBL2337492,CN1C(=O)c2c(cccc2C(F)(F)F)[C@H]2CNC[C@@H]21.Cl,7.05,
CHEMBL4800666,CCOc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl,6.23,
CHEMBL4761526,COc1ccc2c(c1[C@H]1C[C@@H]1CN)CCO2.O=C(O)C(F)(F)F,6.93,
CHEMBL4759878,C=C(F)COc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl,6.45,
CHEMBL4761064,CCc1cc2c([C@H]3C[C@@H]3CN)c(OCCF)ccc2o1.Cl,5.66,
CHEMBL4762474,C=CCOc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl,,Not Active
CHEMBL4762225,Cl.NC[C@@H]1C[C@H]1c1c(OCCF)ccc2occc12,6.41,
CHEMBL4799299,C=C(F)COc1ccc2occc2c1[C@@H]1C[C@H]1CN.Cl,,Not Active
CHEMBL4762960,CCOc1ccc2oc(CC)cc2c1[C@@H]1C[C@H]1CN.Cl,,Not Active
CHEMBL4743977,C=CCOc1ccc2c(c1[C@H]1C[C@@H]1CN)CCO2.Cl,6.21,
CHEMBL4751981,COc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl,7.43,
CHEMBL4782824,CCCOc1ccc2occc2c1[C@H]1C[C@@H]1CN.Cl,6.41,
CHEMBL4779260,Cl.NC[C@H]1C[C@@H]1c1c(OCCF)ccc2occc12,7.65,
CHEMBL4757214,Cl.NC[C@H]1C[C@@H]1c1c(OCC2CC2)ccc2occc12,6.34,
CHEMBL4781163,C=CCOc1ccc2oc(CC)cc2c1[C@H]1C[C@@H]1CN.Cl,,Not Active
CHEMBL4533952,O=C(c1ccc(-n2ccnc2)cc1)C1CC1,7.3,
CHEMBL2393234,CCN(CC)c1nc(N2CCN(C)CC2)nc2c1CCNCC2.Cl,5.54,
CHEMBL1643858,CC(=O)N(C)c1ccc(OC2CN(c3c4c(nc5ccnn35)CCNCC4)C2)cc1,5.69,
CHEMBL5438716,CCN(CC)CCc1n[nH]c2ccc(OC)cc12,,
CHEMBL3609171,Clc1ccc(Nc2nc(N3CCNCC3)nc3ccccc23)cc1,,Not Active
CHEMBL508680,Cc1ccc(Cl)c([C@H]2C[C@@H]2CN)c1F.Cl,6.48,
CHEMBL492301,O=S(=O)(c1ccc2c(c1)CCNCC2)N1CCC(Oc2ccccc2Cl)CC1,7.5,
CHEMBL4570151,Cc1cccc([C@@]2(F)C[C@@H]2CN)c1.Cl,6.79,
CHEMBL4648350,CNCCc1c[nH]c2cccc(O)c12,8.6,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,8.37,
CHEMBL5285347,COc1cc(C[C@@H]2CCC[C@@H](c3ccccc3O)N2)c(OC)cc1C#N,7.04,
CHEMBL4635854,Brc1ccc2c3c1CCN3CCNC2,,
CHEMBL4642763,Clc1ccc2c3c1CCN3CCNC2,,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,7.66,
CHEMBL3770963,COc1ccc(F)c(F)c1C1CC1CN.Cl,6.36,
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,8.24,
CHEMBL361742,COc1ccc2c(c1)C(C)CNCC2,6.03,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,7.7,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,8.37,
CHEMBL5425772,CN(C)CCc1n[nH]c2ccc(O)cc12,5.66,
CHEMBL5404610,Cn1nc(C2=CCCNC2)c2ccccc21,6.49,
CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc21,5.72,
CHEMBL4209572,c1cnc2c(c1)CC[C@@H]1CNCCN21,,
CHEMBL5078999,COc1ccc2[nH]cc(CCN3CCC3)c2c1,8.15,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,7.62,
CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc21,6.59,
CHEMBL3770225,COc1ccc(F)c(Cl)c1C1CC1CN.Cl,6.11,
CHEMBL178252,CC1CNCCc2ccc(F)cc21,5.8,
CHEMBL4648350,CNCCc1c[nH]c2cccc(O)c12,8.08,
CHEMBL179915,COc1cc2c(cc1C(F)(F)F)C(C)CNCC2,7.38,
CHEMBL2337104,Cc1cc(C2CC2)cc2c1C(=O)N[C@H]1CNC[C@H]21.Cl,,
CHEMBL2337501,Cc1ccc2c(c1Cl)C(=O)N[C@H]1CNC[C@H]21.Cl,7.68,
CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc21,6.61,
CHEMBL5434434,COc1ccc2[nH]nc(C3=CCCNC3)c2c1,6.27,
CHEMBL5422659,c1ccc2c(C3CCCNC3)n[nH]c2c1,,
CHEMBL2337490,Cl.O=C1N[C@H]2CNC[C@@H]2c2cccc(C(F)(F)F)c21,8,
CHEMBL2337498,CCCc1cc(Cl)c2c(c1)[C@H]1CNC[C@@H]1NC2=O.Cl,,
CHEMBL2337489,Cl.O=C1N[C@H]2CNC[C@H]2c2cccc(C(F)(F)F)c21,,Not Determined
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,7.73,
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,,
CHEMBL5438716,CCN(CC)CCc1n[nH]c2ccc(OC)cc12,,
CHEMBL5424175,Brc1ccc2[nH]nc(C3=CCCNC3)c2c1,6.72,
CHEMBL2393242,Cl.c1ccc(Cc2nc3c(c(N4CCSCC4)n2)CCNCC3)cc1,7.02,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,8.19,
CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc21,6.72,
CHEMBL263881,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,8.27,
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,6.89,
CHEMBL7257,COc1ccc2[nH]cc(CCN(C)C)c2c1,8.75,
CHEMBL3770599,Cl.NCC1CC1c1c(OCCF)ccc(F)c1F,5.63,
CHEMBL3770689,COc1cc(F)c(Cl)cc1C1CC1CN.Cl,6.63,
CHEMBL5184627,[2H]C([2H])N1CCC(c2c[nH]c3cccc(O)c23)C1,,
CHEMBL157138,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,10.65,
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,,
CHEMBL5177900,Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1F,7.64,
CHEMBL5170614,Cl.Oc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)cc1,7.24,
CHEMBL4802921,Cc1cccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c1,6.32,
CHEMBL4749189,Cc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1.Cl,6.52,
CHEMBL5181253,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1cccs1,6.39,
CHEMBL5184449,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1cc2ccccc2s1,5.81,
CHEMBL5190152,[2H]C([2H])(c1c[nH]c2cccc(F)c12)[C@H]1CCCN1C([2H])([2H])[2H],,
CHEMBL5201835,Cl.Oc1cc(Br)ccc1C1NCCc2c1[nH]c1ccc(Cl)cc21,6.27,
CHEMBL5186011,Cc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)c(C)c1.Cl,6.44,
CHEMBL5193251,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3CCc1ccccc1,6.86,
CHEMBL5203138,Cc1cccc(C2NCCc3c2[nH]c2ccc(F)cc32)c1.Cl,6.8,
CHEMBL5208635,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccncc1Cl,6.07,
CHEMBL5192557,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1cncnc1,6.05,
CHEMBL5176879,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3CCc1ccccc1,6.09,
CHEMBL5183371,CCC1NCCc2c1[nH]c1ccc(Cl)cc21.Cl,6.4,
CHEMBL3769421,Cl.NCC1CC1c1cc(Cl)c(F)cc1OCCF,,Not Active
CHEMBL3770862,Cl.NCC1CC1c1c(OCCF)ccc(F)c1Cl,,Not Active
CHEMBL3770862,Cl.NCC1CC1c1c(OCCF)ccc(F)c1Cl,6.1,
CHEMBL4777303,COc1ccc2c(c1[C@@H]1C[C@H]1CN)CCO2.O=C(O)C(F)(F)F,6.53,
CHEMBL4777891,Cl.NC[C@@H]1C[C@H]1c1c(OCC2CC2)ccc2c1CCO2,,Not Active
CHEMBL4740346,CCOc1ccc2oc(CC)cc2c1[C@H]1C[C@@H]1CN.Cl,5.58,
CHEMBL7257,COc1ccc2[nH]cc(CCN(C)C)c2c1,8.65,
CHEMBL5171360,[2H]C([2H])(c1c[nH]c2cccc(OC)c12)[C@H]1CCCN1C([2H])([2H])[2H],,
CHEMBL5174204,[2H]C([2H])(c1c[nH]c2cccc(F)c12)[C@H]1CCCN1,6,
CHEMBL603527,O=C1NC2CNCCN2c2c(Cl)cccc21,,Not Determined
CHEMBL590331,Cc1ccc2c(c1)N1CCNCC1NC2=O,,
CHEMBL3330645,CC[C@H](N)Cc1c[nH]c2ccccc12,,Not Active
CHEMBL65547,CN(C)CCc1c[nH]c2cccc(O)c12,8.19,
CHEMBL5078078,CC(C)(O)c1ccc(N2Cc3c(ccnc3-c3ccc(F)cc3OCC(F)(F)F)C2=O)cc1,,
CHEMBL478,Clc1cccc(N2CCNCC2)c1,6.54,Agonist
CHEMBL5199912,[2H]C([2H])([2H])N1CCC[C@@H]1Cc1c[nH]c2cccc(F)c12,,
CHEMBL3589597,COc1cccc(CNCCc2cc(OC)c(Br)cc2OC)c1,7.09,
CHEMBL5428466,Clc1ccc2[nH]cc(C3=CCCNC3)c2c1,8.14,
CHEMBL5399727,Fc1ccc2[nH]nc(C3=CCCNC3)c2c1,8.55,
CHEMBL5401711,CN1CCC=C(c2n[nH]c3cc(F)ccc23)C1,7.68,
CHEMBL5440705,COc1cccc2[nH]cc(C3=CCCNC3)c12,7.15,
CHEMBL194378,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,5.46,
CHEMBL5415797,CC(C)c1ccc2[nH]cc(C3=CCCNC3)c2c1,7.18,
CHEMBL4570151,Cc1cccc([C@@]2(F)C[C@@H]2CN)c1.Cl,6.79,
CHEMBL4516935,Cl.NC[C@H]1C[C@]1(F)c1cccc(Cl)c1,7.64,
CHEMBL3770950,Cl.NCC1CC1c1cc(Cl)c(Cl)cc1OCCF,7.04,
CHEMBL590332,Cc1cccc2c1N1CCNCC1NC2=O,,
CHEMBL3609159,OCCN1CCN(c2nc(Nc3ccc(Cl)cc3)c3ccccc3n2)CC1,,Not Active
CHEMBL3609160,OCCN1CCN(c2nc(Nc3ccc(Br)cc3)c3ccccc3n2)CC1,,Not Active
CHEMBL3769543,COc1cc(Cl)c(Cl)cc1C1CC1CN.Cl,7.68,
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,8.52,
CHEMBL2331808,CN1CCc2on(C)c(=O)c2CC1,,
CHEMBL3770174,C=CCOc1cc(F)c(Cl)cc1C1CC1CN.Cl,,Not Active
CHEMBL478,Clc1cccc(N2CCNCC2)c1,8.14,
CHEMBL2331795,COc1noc2c1CCN(C)CC2,,
CHEMBL2331795,COc1noc2c1CCN(C)CC2,,
CHEMBL269521,Clc1cncc(N2CCNCC2)n1,5.92,
CHEMBL6557,Cn1c2c(c3ccccc31)CCNCC2,7.63,
CHEMBL178366,CC1CNCCc2cc(Cl)c(Cl)cc21,7.7,
CHEMBL3330646,CC[C@@H](N)Cc1c[nH]c2ccccc12,5.9,
CHEMBL5203138,Cc1cccc(C2NCCc3c2[nH]c2ccc(F)cc32)c1.Cl,6.8,
CHEMBL5209080,COc1ccccc1C1NCCc2c1[nH]c1ccc(Cl)cc21.Cl,6.68,
CHEMBL5183437,COc1ccccc1C1NCCc2c1[nH]c1ccc(F)cc21.Cl,6.9,
CHEMBL5176879,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3CCc1ccccc1,6.09,
CHEMBL5183371,CCC1NCCc2c1[nH]c1ccc(Cl)cc21.Cl,6.4,
CHEMBL5183463,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3C1CCCCC1,6.55,
CHEMBL5200026,Oc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c(O)c1,8.82,
CHEMBL4083787,COc1ccc(F)cc1[C@@H]1C[C@H]1CNCc1ccccc1Cl.Cl,5.53,
CHEMBL4084377,O=C(c1csc(-c2cccc(Cl)c2Cl)n1)N1CCC(O)CC1,,
CHEMBL4089670,Cc1cccc(-c2nc(C(=O)N3CCOCC3)cs2)c1C,,
CHEMBL4066433,Cn1ccnc1-c1cc(-c2cccc3ccccc23)nn1C,7.03,
CHEMBL4082753,CCn1nc(-c2cccc3ccccc23)cc1-c1cccnn1,6.05,
CHEMBL181787,COc1cc2c(cc1Cl)C(C)CNCC2,7.2,
CHEMBL3770058,Cl.NCC1CC1c1c(OCCF)ccc(Cl)c1F,6.03,
CHEMBL3589582,COc1cc(CCNCc2cccc3c2OCC3)c(OC)cc1Br,8.34,
CHEMBL5433583,CN1CCC=C(c2c[nH]c3c(Cl)c(F)ccc23)C1,7.92,
CHEMBL5440705,COc1cccc2[nH]cc(C3=CCCNC3)c12,8.41,
CHEMBL3769543,COc1cc(Cl)c(Cl)cc1C1CC1CN.Cl,7.07,
CHEMBL4213447,c1cc(CC2CCC2)c2c(n1)N1CCNC[C@H]1CC2,,Not Determined
CHEMBL4750216,Clc1ccnc2c1CC[C@@H]1CNCCN21,5.9,
CHEMBL531,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,8.05,
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,6.83,
CHEMBL5418595,Cc1ccnc2[nH]cc(C3=CCCN(C)C3)c12,6.12,
CHEMBL1619758,CCC(N)Cc1c[nH]c2ccccc12,,
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,8.12,
CHEMBL3947276,CCCc1cccc2c1CCC1CNCCN21,6.3,
CHEMBL5207529,COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1OC.Cl,8.77,
CHEMBL263881,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,7.89,
CHEMBL4541617,COc1ccccc1CNCC1CC1(F)c1cc(F)ccc1OC.Cl,7.51,
CHEMBL5208963,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3C1CCOCC1,6.45,
CHEMBL4783435,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3Cc1ccccc1,5.58,
CHEMBL5194223,Cl.Oc1c(Br)cccc1C1NCCc2c1[nH]c1ccc(Cl)cc21,7.13,
CHEMBL5206761,COc1ccccc1C1NCCc2c1[nH]c1ccc(O)cc21.Cl,6.57,
CHEMBL4742882,Cl.Oc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1,7.03,
CHEMBL4757837,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccc2ccccc2c1,7.82,
CHEMBL4575163,COc1ccccc1CNC[C@H]1C[C@]1(F)c1ccccc1.Cl,6.5,
CHEMBL2337496,Cc1cc(Cl)c2c(c1)[C@H]1CNC[C@@H]1NC2=O.Cl,6.22,
CHEMBL4648350,CNCCc1c[nH]c2cccc(O)c12,8.62,
CHEMBL5405688,COc1ccc2[nH]nc(CCN(C)C)c2c1,5.64,
CHEMBL5394562,Cn1nc2ccccc2c1C1=CCCNC1,,
CHEMBL5429912,CN(C)CCc1n[nH]c2ccc(Cl)cc12,,
CHEMBL5406172,C1=C(c2n[nH]c3ccccc23)CNCC1,8,
CHEMBL5437030,Nc1ccc2[nH]nc(C3=CCCNC3)c2c1,5.54,
CHEMBL5184791,COc1cc(CCNCc2ccccc2O)c(OC)cc1C#N,8.72,
CHEMBL4515411,COc1ccc(F)cc1C1(F)CC1CN.Cl,6.45,
CHEMBL5201317,COc1cc(CCNCc2ccccc2F)c(OC)cc1C#N,5.95,
CHEMBL5201317,COc1cc(CCNCc2ccccc2F)c(OC)cc1C#N,6.18,
CHEMBL3589598,COc1cc(CCNCc2cccc(O)c2)c(OC)cc1Br,6.81,
CHEMBL5173321,COc1cc(CCNC2COc3ccccc32)c(OC)cc1C#N,5.78,
CHEMBL5169776,Cl.Oc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1,5.6,
CHEMBL5172342,CCC1NCCc2c1[nH]c1ccc(O)cc21.Cl,6.71,
CHEMBL5176057,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3c1ccccc1F,6.52,
CHEMBL5208635,Cl.Clc1ccc2[nH]c3c(c2c1)CCNC3c1ccncc1Cl,6.07,
CHEMBL5180401,Cl.Fc1ccc2[nH]c3c(c2c1)CCNC3C1CCCCC1,7.04,
CHEMBL5192627,COc1ccc(C2NCCc3c2[nH]c2ccc(F)cc32)c(OC)c1.Cl,6.78,
CHEMBL5185474,Cl.Oc1cc(Br)ccc1C1NCCc2c1[nH]c1ccc(F)cc21,6.83,
CHEMBL5201903,Cl.Oc1cc(Cl)ccc1C1NCCc2c1[nH]c1ccc(Cl)cc21,7.29,
CHEMBL5185474,Cl.Oc1cc(Br)ccc1C1NCCc2c1[nH]c1ccc(F)cc21,6.83,
CHEMBL3769421,Cl.NCC1CC1c1cc(Cl)c(F)cc1OCCF,6.18,
CHEMBL3769543,COc1cc(Cl)c(Cl)cc1C1CC1CN.Cl,7.08,
CHEMBL360328,C[C@H]1CNCCc2ccc(Cl)cc21,6.78,
CHEMBL3589596,COc1cc(CCNCc2cccc(OC)c2O)c(OC)cc1Br,7.47,
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,8.88,
CHEMBL5424784,CN1CCC=C(c2n[nH]c3c(Cl)cc(F)cc23)C1,7.89,
CHEMBL5401711,CN1CCC=C(c2n[nH]c3cc(F)ccc23)C1,6.33,
